Vendor Name,Vendor ID,Laptop Model Name,Laptop Model ID,Quoted Price (INR),Available Quantity,Delivery Time (Days),Specs Matching Score,Vendor Rating,Past Orders Count,Reliability Score,Vendor Email,Persona Role
Starline Distributors,V-118,Pavilion-5236,M-8035,75629,59,7,0.85,3.5,478,0.84,starline@vendor.com,Developer
Apex Retailers,V-547,ROG-9410,M-2293,132750,90,3,0.87,4.5,449,0.85,apex@suppliers.com,Office
Zenith Suppliers,V-894,ThinkPad-1801,M-4134,146013,38,3,0.91,4.1,270,0.79,zenith@suppliers.com,Office
Carpenter PLC,V-828,Inspiron-9419,M-7547,132977,88,6,0.84,4.4,210,0.81,carpenter@retailers.com,Developer
Starline Distributors,V-227,ThinkPad-2698,M-2516,66072,96,5,0.93,3.9,261,0.86,starline@suppliers.com,Gaming
BrightTech Supplies,V-466,MacBook-8660,M-1865,94781,12,2,0.93,4.8,215,0.83,brighttech@traders.com,Developer
Taylor-Myers,V-139,Pavilion-9182,M-7014,130488,14,7,0.94,3.8,392,0.79,taylor-myers@traders.com,Gaming
Elite Vendors,V-852,Inspiron-7087,M-5485,100605,40,2,0.87,4.5,344,0.82,elite@suppliers.com,Developer
Taylor-Myers,V-764,MacBook-6771,M-3876,49745,53,3,0.83,4.6,446,0.79,taylor-myers@traders.com,Developer
Elite Vendors,V-520,ROG-3615,M-8963,130422,80,2,0.86,4.3,388,0.83,elite@traders.com,Business
Zenith Suppliers,V-537,Pavilion-2190,M-4384,92438,36,3,0.81,4.7,347,0.82,zenith@suppliers.com,Student
Carpenter PLC,V-850,ThinkPad-6929,M-4336,115473,43,2,0.84,3.8,496,0.85,carpenter@systems.com,Office
Apex Retailers,V-799,ThinkPad-8966,M-4459,91661,58,7,0.85,3.5,439,0.84,apex@supplies.com,Student
Taylor-Myers,V-366,ThinkPad-7186,M-6920,75341,93,6,0.84,4.3,380,0.83,taylor-myers@suppliers.com,Business
Apex Retailers,V-350,Inspiron-4635,M-7397,67986,20,3,0.91,3.7,443,0.85,apex@vendor.com,Student
Elite Vendors,V-722,MacBook-8352,M-1344,99152,48,4,0.82,3.9,280,0.9,elite@distributors.com,Business
Horizon Supplies,V-595,ThinkPad-3642,M-3858,58726,64,4,0.85,4.3,423,0.84,horizon@systems.com,Business
Horizon Supplies,V-946,Pavilion-1723,M-6584,112120,84,2,0.81,4.0,394,0.88,horizon@retailers.com,Student
Taylor-Myers,V-834,MacBook-1277,M-7596,95438,100,5,0.81,3.8,237,0.79,taylor-myers@systems.com,Student
Horizon Supplies,V-145,ROG-5299,M-5187,105090,39,3,0.83,4.1,463,0.81,horizon@supplies.com,Student
Taylor-Myers,V-121,ThinkPad-4486,M-9540,128886,59,3,0.89,4.0,407,0.82,taylor-myers@systems.com,Student
Carpenter PLC,V-360,MacBook-1413,M-4505,141711,17,4,0.89,4.7,227,0.8,carpenter@distributors.com,Gaming
Apex Retailers,V-794,ThinkPad-1310,M-3935,116444,83,4,0.83,4.9,276,0.8,apex@vendor.com,Office
Apex Retailers,V-622,ROG-9329,M-5993,144508,75,3,0.89,4.7,222,0.87,apex@systems.com,Gaming
Galaxy Traders,V-249,ROG-4054,M-8246,90323,67,5,0.83,4.3,459,0.88,galaxy@suppliers.com,Student
BrightTech Supplies,V-968,MacBook-7587,M-4085,97895,26,2,0.88,4.6,266,0.78,brighttech@suppliers.com,Office
BrightTech Supplies,V-424,MacBook-2591,M-2953,146049,65,3,0.94,3.6,295,0.87,brighttech@supplies.com,Student
Carpenter PLC,V-350,ROG-3304,M-3631,109208,56,2,0.86,3.8,397,0.79,carpenter@suppliers.com,Gaming
Zenith Suppliers,V-637,Pavilion-7423,M-3559,135422,56,7,0.92,4.1,355,0.88,zenith@traders.com,Gaming
Horizon Supplies,V-881,ROG-6138,M-9206,101237,39,3,0.84,3.7,218,0.87,horizon@vendor.com,Office
Orion Technologies,V-944,MacBook-4872,M-6999,89940,40,7,0.85,4.3,256,0.87,orion@suppliers.com,Office
Horizon Supplies,V-277,Inspiron-3045,M-6049,106191,37,6,0.91,3.7,352,0.89,horizon@vendor.com,Student
Orion Technologies,V-256,Pavilion-9782,M-7450,49445,77,7,0.89,3.5,425,0.83,orion@suppliers.com,Office
Taylor-Myers,V-439,ROG-6435,M-9140,147504,74,7,0.94,4.0,413,0.86,taylor-myers@suppliers.com,Business
Taylor-Myers,V-649,MacBook-7388,M-6742,114236,12,5,0.89,4.9,398,0.79,taylor-myers@systems.com,Student
Starline Distributors,V-118,Inspiron-9541,M-2768,139536,14,5,0.91,4.6,345,0.83,starline@supplies.com,Office
Galaxy Traders,V-865,Inspiron-6510,M-3547,99380,50,5,0.89,4.3,256,0.89,galaxy@distributors.com,Office
NovaTech Systems,V-193,ThinkPad-3685,M-5403,98030,47,4,0.87,4.5,380,0.88,novatech@distributors.com,Business
Zenith Suppliers,V-161,MacBook-3883,M-2520,50515,63,5,0.87,4.1,497,0.8,zenith@retailers.com,Business
Starline Distributors,V-283,MacBook-8408,M-2929,105385,66,3,0.87,4.7,328,0.8,starline@suppliers.com,Developer
Taylor-Myers,V-465,MacBook-8036,M-5716,103858,18,2,0.85,4.1,338,0.83,taylor-myers@systems.com,Business
Taylor-Myers,V-960,MacBook-5087,M-8971,50180,96,2,0.85,4.8,206,0.8,taylor-myers@supplies.com,Student
Starline Distributors,V-664,Pavilion-4393,M-8612,113264,55,3,0.85,4.6,319,0.81,starline@suppliers.com,Office
BrightTech Supplies,V-662,ThinkPad-8613,M-9412,142460,91,2,0.92,3.6,497,0.81,brighttech@systems.com,Office
Apex Retailers,V-638,Pavilion-1767,M-3012,112072,57,4,0.83,4.1,284,0.84,apex@suppliers.com,Developer
BrightTech Supplies,V-613,ROG-7381,M-6397,149001,93,7,0.87,4.1,391,0.85,brighttech@suppliers.com,Gaming
Orion Technologies,V-762,ThinkPad-4436,M-9730,129506,57,3,0.81,4.2,280,0.87,orion@retailers.com,Business
Zenith Suppliers,V-347,Inspiron-6772,M-2896,91048,72,3,0.91,4.8,344,0.86,zenith@supplies.com,Student
Galaxy Traders,V-762,ROG-7222,M-9154,51006,18,5,0.88,3.8,406,0.83,galaxy@systems.com,Business
BrightTech Supplies,V-836,ROG-6037,M-6609,113444,71,3,0.85,4.6,366,0.83,brighttech@traders.com,Business
Horizon Supplies,V-191,Pavilion-8484,M-2703,133967,76,7,0.85,4.3,306,0.89,horizon@supplies.com,Gaming
Galaxy Traders,V-342,ThinkPad-3825,M-7302,127960,100,6,0.89,4.3,253,0.85,galaxy@systems.com,Student
Taylor-Myers,V-868,MacBook-5195,M-4488,95877,88,5,0.93,3.6,399,0.9,taylor-myers@vendor.com,Business
Galaxy Traders,V-785,Inspiron-2032,M-3807,147574,73,4,0.8,4.0,355,0.89,galaxy@retailers.com,Student
Horizon Supplies,V-633,ThinkPad-1541,M-9435,93766,96,4,0.81,3.6,455,0.81,horizon@distributors.com,Developer
Zenith Suppliers,V-550,ThinkPad-1074,M-8737,70948,38,5,0.88,3.8,270,0.81,zenith@vendor.com,Office
Elite Vendors,V-220,ThinkPad-5255,M-7271,92729,19,7,0.91,4.2,334,0.82,elite@vendor.com,Developer
Apex Retailers,V-852,MacBook-8835,M-3774,110250,94,3,0.95,4.5,406,0.83,apex@supplies.com,Developer
Carpenter PLC,V-984,ThinkPad-7648,M-7036,104497,94,2,0.83,3.8,451,0.84,carpenter@systems.com,Office
Orion Technologies,V-399,Pavilion-7538,M-9136,113043,84,6,0.83,4.1,381,0.86,orion@supplies.com,Office
Horizon Supplies,V-113,Inspiron-3718,M-4789,73996,51,7,0.92,3.9,405,0.79,horizon@suppliers.com,Student
Elite Vendors,V-689,ROG-3402,M-6938,113850,64,4,0.86,3.9,434,0.87,elite@suppliers.com,Student
Horizon Supplies,V-196,Inspiron-8255,M-5735,67244,13,6,0.9,3.7,390,0.79,horizon@retailers.com,Business
Apex Retailers,V-589,Inspiron-6246,M-6133,149271,100,4,0.83,4.4,435,0.88,apex@distributors.com,Office
Carpenter PLC,V-631,Inspiron-8360,M-1195,52160,14,2,0.9,3.9,343,0.84,carpenter@systems.com,Gaming
Elite Vendors,V-285,MacBook-8910,M-3127,66813,60,5,0.83,4.4,414,0.87,elite@suppliers.com,Business
Horizon Supplies,V-220,ROG-6202,M-2809,81836,35,4,0.92,4.0,304,0.89,horizon@traders.com,Student
Elite Vendors,V-493,MacBook-4947,M-2379,131081,49,4,0.87,3.9,372,0.89,elite@systems.com,Business
Carpenter PLC,V-699,Pavilion-5549,M-1677,112886,41,6,0.88,4.9,283,0.82,carpenter@vendor.com,Office
Carpenter PLC,V-498,ThinkPad-1480,M-2783,77796,36,6,0.8,3.6,230,0.82,carpenter@distributors.com,Gaming
Orion Technologies,V-993,MacBook-1787,M-8523,110421,57,4,0.82,4.2,480,0.85,orion@supplies.com,Gaming
Elite Vendors,V-424,ThinkPad-9590,M-2032,67903,69,6,0.81,4.0,412,0.89,elite@suppliers.com,Gaming
Galaxy Traders,V-204,Inspiron-5277,M-6275,79574,87,5,0.84,4.4,376,0.89,galaxy@suppliers.com,Business
NovaTech Systems,V-665,Pavilion-7331,M-8505,112575,71,3,0.86,4.7,285,0.84,novatech@traders.com,Gaming
Carpenter PLC,V-943,Inspiron-9916,M-6833,145120,60,7,0.83,4.5,366,0.8,carpenter@systems.com,Gaming
Zenith Suppliers,V-461,ThinkPad-1237,M-3801,121644,18,7,0.85,4.1,228,0.85,zenith@traders.com,Business
Apex Retailers,V-771,ROG-2917,M-3025,108904,86,5,0.9,4.5,207,0.89,apex@vendor.com,Student
Carpenter PLC,V-269,MacBook-5280,M-9974,128742,79,2,0.81,4.6,450,0.85,carpenter@systems.com,Gaming
Starline Distributors,V-795,Pavilion-9946,M-9425,114196,74,4,0.85,4.6,308,0.83,starline@suppliers.com,Student
NovaTech Systems,V-410,ThinkPad-5857,M-2671,68390,52,4,0.84,4.0,422,0.87,novatech@systems.com,Student
Galaxy Traders,V-332,ThinkPad-6364,M-4196,117486,28,2,0.89,4.5,410,0.8,galaxy@distributors.com,Office
Apex Retailers,V-842,ThinkPad-9054,M-4494,101228,84,5,0.88,3.6,453,0.87,apex@systems.com,Student
Taylor-Myers,V-122,ROG-6292,M-7592,143017,99,2,0.81,4.7,350,0.81,taylor-myers@vendor.com,Student
Starline Distributors,V-289,ROG-8040,M-4650,122710,52,5,0.89,3.6,321,0.87,starline@vendor.com,Business
Elite Vendors,V-448,Pavilion-2110,M-7626,126857,86,4,0.94,3.5,398,0.8,elite@distributors.com,Student
Zenith Suppliers,V-607,MacBook-8144,M-3229,100121,27,3,0.9,4.2,280,0.82,zenith@suppliers.com,Developer
Horizon Supplies,V-184,ThinkPad-6049,M-7076,64741,28,4,0.85,4.8,313,0.82,horizon@distributors.com,Office
Taylor-Myers,V-470,ROG-5665,M-8754,98683,37,7,0.91,4.9,300,0.86,taylor-myers@systems.com,Office
Taylor-Myers,V-500,ThinkPad-7828,M-5789,95812,78,5,0.9,3.8,283,0.86,taylor-myers@supplies.com,Business
Horizon Supplies,V-480,ROG-1907,M-9430,83861,26,7,0.89,3.9,305,0.78,horizon@systems.com,Office
Starline Distributors,V-463,MacBook-9315,M-1831,112203,78,6,0.9,4.3,493,0.83,starline@systems.com,Gaming
Galaxy Traders,V-700,Inspiron-8831,M-1066,126970,45,6,0.84,3.8,232,0.78,galaxy@retailers.com,Developer
Zenith Suppliers,V-537,Pavilion-1204,M-3337,140265,44,3,0.92,3.7,264,0.88,zenith@systems.com,Student
Horizon Supplies,V-590,MacBook-7749,M-2327,115823,87,2,0.92,4.4,305,0.86,horizon@distributors.com,Student
Horizon Supplies,V-549,MacBook-6010,M-4441,123090,98,5,0.87,3.8,456,0.8,horizon@distributors.com,Student
Taylor-Myers,V-628,Pavilion-5542,M-9540,139813,17,3,0.91,4.5,333,0.8,taylor-myers@retailers.com,Business
Horizon Supplies,V-560,MacBook-1533,M-8695,122993,78,3,0.89,4.6,385,0.88,horizon@traders.com,Student
Zenith Suppliers,V-899,ROG-6878,M-2003,121113,21,6,0.92,4.8,218,0.89,zenith@traders.com,Business
Elite Vendors,V-387,ROG-1380,M-9405,144092,80,5,0.86,4.5,220,0.84,elite@systems.com,Business
Starline Distributors,V-680,Inspiron-2334,M-1949,93595,12,4,0.83,3.6,290,0.87,starline@suppliers.com,Student
Carpenter PLC,V-470,Pavilion-7838,M-8619,131253,55,4,0.83,3.9,335,0.79,carpenter@vendor.com,Developer
NovaTech Systems,V-250,Inspiron-6842,M-6023,90033,14,2,0.89,4.9,436,0.85,novatech@traders.com,Office
Carpenter PLC,V-268,MacBook-2744,M-6716,79827,79,2,0.87,4.0,477,0.86,carpenter@retailers.com,Gaming
Starline Distributors,V-899,ThinkPad-1102,M-7452,99169,21,7,0.83,4.5,408,0.8,starline@systems.com,Student
BrightTech Supplies,V-254,Inspiron-9542,M-7183,109373,95,3,0.82,4.9,492,0.88,brighttech@suppliers.com,Developer
Horizon Supplies,V-499,Pavilion-5100,M-2987,121869,43,3,0.88,3.6,207,0.86,horizon@vendor.com,Gaming
Starline Distributors,V-431,ROG-9850,M-9989,56713,87,5,0.81,3.5,467,0.86,starline@systems.com,Gaming
BrightTech Supplies,V-352,ThinkPad-6787,M-5949,87257,44,4,0.92,3.7,399,0.88,brighttech@vendor.com,Student
Galaxy Traders,V-755,Pavilion-6484,M-9340,91996,55,6,0.87,4.4,460,0.83,galaxy@suppliers.com,Developer
Zenith Suppliers,V-576,ThinkPad-6254,M-2725,64152,80,3,0.84,3.6,256,0.87,zenith@systems.com,Student
Orion Technologies,V-844,Inspiron-4547,M-5565,104195,91,7,0.91,3.5,269,0.82,orion@supplies.com,Student
Taylor-Myers,V-638,Pavilion-2926,M-4081,61931,89,3,0.92,4.7,466,0.88,taylor-myers@suppliers.com,Student
Horizon Supplies,V-476,ThinkPad-7586,M-7746,66849,98,4,0.86,4.9,311,0.84,horizon@suppliers.com,Developer
Zenith Suppliers,V-480,Pavilion-4196,M-9626,147680,13,6,0.93,3.8,323,0.79,zenith@systems.com,Student
Taylor-Myers,V-646,ROG-8791,M-3150,109762,61,7,0.95,4.4,265,0.79,taylor-myers@retailers.com,Gaming
Zenith Suppliers,V-640,MacBook-5773,M-8409,123025,12,4,0.8,3.5,280,0.83,zenith@systems.com,Developer
Carpenter PLC,V-940,ROG-7763,M-8067,98066,73,2,0.95,3.6,321,0.88,carpenter@distributors.com,Gaming
Galaxy Traders,V-426,MacBook-8041,M-5360,94242,30,2,0.94,4.9,361,0.84,galaxy@distributors.com,Student
Galaxy Traders,V-254,Inspiron-6312,M-6308,110116,31,3,0.88,4.5,256,0.8,galaxy@distributors.com,Developer
Taylor-Myers,V-257,MacBook-9191,M-6766,66037,15,5,0.85,3.9,469,0.89,taylor-myers@traders.com,Office
Galaxy Traders,V-496,ROG-9576,M-2922,130417,13,7,0.84,3.9,293,0.86,galaxy@distributors.com,Business
Elite Vendors,V-250,Inspiron-3078,M-2838,58115,54,2,0.93,4.7,292,0.82,elite@retailers.com,Student
Carpenter PLC,V-666,MacBook-7890,M-2149,114494,42,5,0.88,4.6,344,0.8,carpenter@supplies.com,Student
Galaxy Traders,V-964,ROG-5796,M-8901,50388,23,3,0.83,4.1,500,0.89,galaxy@supplies.com,Developer
Carpenter PLC,V-596,Pavilion-1381,M-2394,120065,62,4,0.82,4.1,478,0.79,carpenter@distributors.com,Business
Elite Vendors,V-870,ThinkPad-9204,M-9457,105181,54,3,0.8,4.8,222,0.89,elite@systems.com,Student
NovaTech Systems,V-313,MacBook-7047,M-6886,84279,91,2,0.95,4.8,310,0.84,novatech@systems.com,Developer
Galaxy Traders,V-613,MacBook-3801,M-3107,125109,36,6,0.91,4.8,413,0.88,galaxy@traders.com,Business
Starline Distributors,V-410,MacBook-7417,M-5844,137123,42,6,0.86,4.6,291,0.85,starline@suppliers.com,Developer
Starline Distributors,V-231,ROG-1634,M-9997,121641,16,7,0.94,4.1,392,0.88,starline@traders.com,Office
Apex Retailers,V-360,Pavilion-4235,M-4591,67709,44,5,0.82,4.1,268,0.87,apex@systems.com,Gaming
Elite Vendors,V-987,Pavilion-6960,M-3426,101606,69,3,0.94,4.3,406,0.86,elite@traders.com,Business
Apex Retailers,V-264,ROG-9530,M-8576,129409,60,2,0.82,4.2,293,0.9,apex@traders.com,Business
Taylor-Myers,V-553,ROG-7305,M-4576,91654,66,3,0.94,4.3,240,0.8,taylor-myers@suppliers.com,Gaming
Zenith Suppliers,V-650,ThinkPad-7104,M-9515,73966,43,2,0.88,4.5,490,0.88,zenith@suppliers.com,Student
Zenith Suppliers,V-822,Inspiron-7721,M-3145,102358,58,6,0.93,4.2,440,0.88,zenith@systems.com,Business
Galaxy Traders,V-719,Inspiron-7957,M-7111,60740,43,2,0.91,4.8,417,0.78,galaxy@traders.com,Business
BrightTech Supplies,V-188,ROG-8568,M-9370,99212,41,3,0.81,4.1,301,0.87,brighttech@traders.com,Developer
NovaTech Systems,V-130,Inspiron-9073,M-3219,74958,29,6,0.94,4.9,276,0.78,novatech@traders.com,Gaming
Apex Retailers,V-168,ThinkPad-6933,M-1539,68490,45,3,0.91,3.6,244,0.84,apex@traders.com,Developer
Apex Retailers,V-720,Inspiron-5327,M-1570,126348,71,5,0.82,4.2,205,0.88,apex@supplies.com,Business
NovaTech Systems,V-372,Pavilion-2024,M-2107,102882,69,7,0.88,3.9,331,0.87,novatech@retailers.com,Office
Carpenter PLC,V-840,ROG-7333,M-2006,138066,78,3,0.82,4.6,321,0.78,carpenter@systems.com,Developer
Apex Retailers,V-286,MacBook-2934,M-5290,97573,79,3,0.9,4.7,417,0.89,apex@retailers.com,Office
NovaTech Systems,V-834,Inspiron-3253,M-2006,78114,45,4,0.88,3.7,277,0.8,novatech@suppliers.com,Developer
Zenith Suppliers,V-234,Inspiron-9640,M-4353,64944,51,5,0.9,3.8,400,0.89,zenith@traders.com,Developer
Carpenter PLC,V-454,ROG-1985,M-7587,77763,31,4,0.88,4.5,379,0.81,carpenter@systems.com,Student
NovaTech Systems,V-629,Inspiron-7389,M-7522,152464,27,6,0.91,4.9,232,0.87,novatech@systems.com,Gaming
Orion Technologies,V-902,ROG-6718,M-1879,100314,16,3,0.85,4.6,363,0.89,orion@suppliers.com,Gaming
Zenith Suppliers,V-645,ThinkPad-6044,M-1863,100983,26,3,0.85,3.9,215,0.83,zenith@retailers.com,Gaming
Zenith Suppliers,V-886,Inspiron-2837,M-7842,89684,78,3,0.87,4.4,453,0.89,zenith@retailers.com,Office
NovaTech Systems,V-544,ThinkPad-4801,M-2231,61828,41,7,0.84,4.5,378,0.88,novatech@traders.com,Office
Horizon Supplies,V-559,MacBook-9040,M-4441,58175,65,4,0.93,4.8,246,0.9,horizon@traders.com,Gaming
Carpenter PLC,V-710,ROG-9527,M-4642,103783,65,7,0.8,4.1,326,0.89,carpenter@distributors.com,Business
Elite Vendors,V-650,MacBook-9209,M-7605,148551,28,2,0.87,3.6,383,0.89,elite@suppliers.com,Student
Taylor-Myers,V-473,Inspiron-4435,M-4491,105458,13,6,0.91,4.6,412,0.81,taylor-myers@distributors.com,Office
Zenith Suppliers,V-164,Inspiron-5776,M-8892,89851,27,7,0.89,3.8,245,0.84,zenith@supplies.com,Student
Horizon Supplies,V-474,ROG-3283,M-5023,59461,18,4,0.85,3.8,387,0.86,horizon@suppliers.com,Office
NovaTech Systems,V-663,Inspiron-9765,M-5163,86015,77,4,0.9,3.6,245,0.79,novatech@traders.com,Business
Orion Technologies,V-174,Inspiron-5194,M-5768,80078,45,2,0.92,3.6,289,0.8,orion@suppliers.com,Developer
Taylor-Myers,V-204,Inspiron-8004,M-8046,58796,13,2,0.95,3.7,476,0.86,taylor-myers@vendor.com,Developer
Carpenter PLC,V-440,ROG-2608,M-8957,132363,38,4,0.85,3.8,391,0.89,carpenter@traders.com,Gaming
Elite Vendors,V-429,ThinkPad-4715,M-4736,61861,13,7,0.89,4.8,349,0.87,elite@vendor.com,Business
BrightTech Supplies,V-462,ROG-9230,M-8463,83767,72,2,0.88,4.9,449,0.84,brighttech@supplies.com,Office
Carpenter PLC,V-753,ROG-7419,M-4087,53646,12,2,0.86,4.5,210,0.79,carpenter@systems.com,Student
Galaxy Traders,V-991,Pavilion-6281,M-2344,141150,55,4,0.94,4.6,363,0.81,galaxy@retailers.com,Business
Taylor-Myers,V-295,ThinkPad-6278,M-5362,131993,63,4,0.87,3.6,271,0.83,taylor-myers@suppliers.com,Developer
Horizon Supplies,V-837,Pavilion-1885,M-4812,103351,52,5,0.84,4.6,346,0.87,horizon@retailers.com,Office
Starline Distributors,V-711,ThinkPad-8406,M-9867,126365,55,5,0.81,4.6,287,0.79,starline@distributors.com,Developer
Apex Retailers,V-486,ThinkPad-4852,M-2759,139784,32,6,0.85,3.5,384,0.79,apex@vendor.com,Student
Orion Technologies,V-753,MacBook-3551,M-3872,88869,76,4,0.89,4.5,436,0.78,orion@retailers.com,Student
Starline Distributors,V-370,ROG-7755,M-2558,129159,33,5,0.88,3.9,397,0.83,starline@systems.com,Business
Carpenter PLC,V-813,ROG-5307,M-5310,68199,93,4,0.91,4.4,423,0.85,carpenter@suppliers.com,Developer
Starline Distributors,V-311,Inspiron-4911,M-3379,73511,27,7,0.84,4.6,387,0.87,starline@distributors.com,Student
Apex Retailers,V-537,Pavilion-2011,M-4925,145073,64,4,0.85,3.5,411,0.87,apex@systems.com,Developer
Zenith Suppliers,V-705,ROG-7723,M-9320,54035,28,2,0.94,4.0,383,0.8,zenith@retailers.com,Gaming
Taylor-Myers,V-327,ROG-6188,M-1373,62863,84,7,0.82,3.9,256,0.86,taylor-myers@suppliers.com,Gaming
Taylor-Myers,V-298,Pavilion-5952,M-6110,137141,96,7,0.88,4.2,465,0.79,taylor-myers@retailers.com,Office
Starline Distributors,V-471,Inspiron-7459,M-1918,100583,91,7,0.8,3.7,452,0.81,starline@vendor.com,Business
Horizon Supplies,V-627,ROG-3683,M-9616,101955,79,5,0.82,4.0,341,0.84,horizon@supplies.com,Developer
Horizon Supplies,V-615,Pavilion-6172,M-4878,144984,95,2,0.88,3.9,500,0.86,horizon@traders.com,Student
Starline Distributors,V-595,Pavilion-5933,M-4168,66296,74,7,0.89,4.5,245,0.88,starline@retailers.com,Developer
Zenith Suppliers,V-163,Pavilion-6588,M-7002,56828,24,7,0.91,3.9,427,0.83,zenith@vendor.com,Student
NovaTech Systems,V-928,Inspiron-6809,M-9325,118444,75,6,0.85,3.6,201,0.85,novatech@distributors.com,Student
BrightTech Supplies,V-484,Inspiron-4404,M-6218,90827,79,7,0.83,4.5,410,0.84,brighttech@suppliers.com,Office
Zenith Suppliers,V-630,Pavilion-4988,M-5516,143556,54,6,0.89,3.8,425,0.86,zenith@vendor.com,Office
Elite Vendors,V-168,ROG-3787,M-5480,101372,39,3,0.93,4.7,440,0.83,elite@retailers.com,Office
Orion Technologies,V-789,MacBook-2446,M-6128,87241,45,4,0.93,4.6,272,0.88,orion@vendor.com,Office
Carpenter PLC,V-738,Inspiron-5510,M-8224,106536,85,5,0.84,4.9,313,0.82,carpenter@retailers.com,Gaming
NovaTech Systems,V-761,Inspiron-1425,M-9684,82651,37,2,0.81,3.6,225,0.83,novatech@supplies.com,Gaming
BrightTech Supplies,V-709,Inspiron-8104,M-1282,142326,54,3,0.95,3.6,420,0.82,brighttech@vendor.com,Office
BrightTech Supplies,V-852,ThinkPad-3122,M-9806,140449,37,3,0.87,3.9,452,0.9,brighttech@systems.com,Office
Orion Technologies,V-707,Pavilion-1557,M-4395,124832,18,4,0.94,4.7,349,0.85,orion@systems.com,Student
NovaTech Systems,V-601,Inspiron-8508,M-3365,141129,34,7,0.95,4.0,345,0.86,novatech@retailers.com,Developer
BrightTech Supplies,V-461,Inspiron-6224,M-8523,128333,69,7,0.91,4.3,319,0.87,brighttech@suppliers.com,Office
Zenith Suppliers,V-212,ROG-7877,M-3478,87522,83,4,0.87,4.7,411,0.89,zenith@systems.com,Student
NovaTech Systems,V-218,Inspiron-7169,M-4022,107798,85,7,0.81,3.9,205,0.84,novatech@supplies.com,Developer
Elite Vendors,V-765,ThinkPad-1200,M-1514,134927,26,7,0.85,4.3,205,0.82,elite@distributors.com,Student
BrightTech Supplies,V-816,Pavilion-5357,M-1674,69413,33,7,0.8,4.6,372,0.83,brighttech@supplies.com,Developer
Apex Retailers,V-166,ThinkPad-9987,M-2666,70722,73,2,0.82,3.8,301,0.81,apex@suppliers.com,Gaming
Orion Technologies,V-696,ThinkPad-9883,M-7325,116361,12,5,0.91,3.6,468,0.82,orion@retailers.com,Developer
Zenith Suppliers,V-439,Inspiron-6937,M-5164,116860,44,3,0.82,3.7,443,0.8,zenith@suppliers.com,Business
Horizon Supplies,V-947,ThinkPad-2137,M-3297,90870,31,3,0.87,4.8,424,0.79,horizon@suppliers.com,Office
Elite Vendors,V-802,MacBook-1242,M-1043,69091,69,7,0.91,4.1,236,0.86,elite@traders.com,Office
Orion Technologies,V-228,MacBook-4733,M-8364,50546,55,4,0.83,4.4,233,0.86,orion@systems.com,Developer
Galaxy Traders,V-910,ThinkPad-5409,M-2670,51266,92,3,0.92,4.2,283,0.85,galaxy@supplies.com,Office
Carpenter PLC,V-744,ROG-3215,M-8194,107905,71,6,0.83,4.5,438,0.79,carpenter@vendor.com,Office
BrightTech Supplies,V-568,MacBook-4211,M-7462,107876,66,2,0.93,4.4,439,0.84,brighttech@suppliers.com,Developer
Carpenter PLC,V-907,ROG-9950,M-7459,83134,63,7,0.82,4.7,293,0.87,carpenter@supplies.com,Student
Galaxy Traders,V-812,ROG-2925,M-1331,143738,32,7,0.91,4.5,473,0.83,galaxy@distributors.com,Gaming
NovaTech Systems,V-907,ROG-7530,M-4033,101649,26,7,0.86,3.8,439,0.89,novatech@vendor.com,Student
Taylor-Myers,V-926,Pavilion-8895,M-5584,94677,50,7,0.86,4.3,270,0.85,taylor-myers@suppliers.com,Developer
Carpenter PLC,V-516,ThinkPad-7109,M-1426,64586,53,5,0.9,3.7,383,0.87,carpenter@supplies.com,Business
Zenith Suppliers,V-220,ThinkPad-2169,M-2909,138614,17,4,0.94,3.9,465,0.83,zenith@vendor.com,Developer
Galaxy Traders,V-995,MacBook-8134,M-8685,66530,13,6,0.92,3.7,302,0.81,galaxy@traders.com,Student
BrightTech Supplies,V-527,MacBook-7210,M-4384,126632,47,3,0.91,3.5,455,0.84,brighttech@supplies.com,Gaming
Galaxy Traders,V-112,Pavilion-1117,M-9273,95267,47,7,0.89,4.8,465,0.84,galaxy@traders.com,Gaming
NovaTech Systems,V-976,MacBook-3143,M-4494,136750,14,5,0.92,4.3,239,0.86,novatech@supplies.com,Developer
Zenith Suppliers,V-749,ROG-6826,M-9809,85122,75,6,0.83,4.5,285,0.9,zenith@traders.com,Gaming
Galaxy Traders,V-321,MacBook-4172,M-4174,73389,70,6,0.82,4.1,317,0.83,galaxy@vendor.com,Gaming
Galaxy Traders,V-322,Inspiron-2232,M-5226,83842,59,4,0.82,3.9,464,0.87,galaxy@distributors.com,Office
Apex Retailers,V-714,MacBook-5974,M-2413,98554,53,7,0.81,4.5,305,0.85,apex@distributors.com,Gaming
Galaxy Traders,V-414,Inspiron-8001,M-9932,118903,17,4,0.9,4.6,333,0.81,galaxy@distributors.com,Business
BrightTech Supplies,V-156,Inspiron-6450,M-1825,83372,72,2,0.94,4.1,364,0.81,brighttech@suppliers.com,Developer
Orion Technologies,V-730,ROG-6475,M-9741,84515,31,2,0.93,4.7,286,0.79,orion@systems.com,Gaming
Carpenter PLC,V-906,Pavilion-6181,M-8525,116546,18,7,0.8,4.4,212,0.86,carpenter@supplies.com,Office
Horizon Supplies,V-834,MacBook-4365,M-5176,69298,46,5,0.84,4.8,287,0.88,horizon@retailers.com,Student
